id,name,brand,category,editorialStatus,qualityLevel,sourceCoverage,officialProductPage,officialSourceType,sourceCount,lastVerified,currentStatus,actualUse,priority5,claimRisk,severity,missingFields,nextAction,internalLinks,columnLinks,ranking,priorityScore,priorityReason
230,メンズビオレ ミクロスクラブ洗顔,メンズビオレ,洗顔,editorial,A,complete,https://www.kao-kirei.com/ja/item/khg/mensbiore/4901301257680/,official-product,1,2026-08-11,current,false,false,none,Low,,定期的に公式URLと商品状態を再確認,24,6,true,55,ランキング導線あり・コラムリンク6件・内部リンク24件・編集部参考指標4.6以上
231,ニベアメン アクティブエイジクリーム,ニベアメン,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,1,true,30,ランキング導線あり・コラムリンク1件・内部リンク11件・編集部参考指標4.6以上
232,NIVEA ニベアメン センシティブローション 110ml メンズ 化粧水 敏感肌,ニベアメン,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,12,5,false,32,コラムリンク5件・内部リンク12件
233,OXY ディープウォッシュ 130g,OXY,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,56,4,true,51,ランキング導線あり・コラムリンク4件・内部リンク56件・編集部参考指標4.6以上
234,NULL 薬用アクネブロックフェイスウォッシュ 本体/ライムシトラス,NULL,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,15,4,false,31,コラムリンク4件・内部リンク15件
235,ウーノ UVパーフェクションジェル fA 80g 男性化粧品 フェイス用,UNO,日焼け止め,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status | spf | pa | uv_water_resistance,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
236,コーセーコスメポート サンカット パーフェクトUV スプレー SPF50,コーセー,日焼け止め,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status | spf | pa | uv_water_resistance,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
237,花王 ニベアメンスキンコンディショナーバーム110ml メンズスキンケア 乳液,ニベアメン,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,2,false,17,コラムリンク2件・内部リンク9件
238,ニベアメン センシティブ クール アフターシェーブバーム,ニベアメン,アフターシェーブ,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,12,3,false,24,コラムリンク3件・内部リンク12件
239,ギャツビー プレシェーブ ローション,GATSBY,アフターシェーブ,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,2,false,19,コラムリンク2件・内部リンク11件
240,POLA ポーラ ギャラントムII アフターシェーブローション 180ml 男性用,POLA,アフターシェーブ,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,14,5,false,34,コラムリンク5件・内部リンク14件
241,ロート スキンアクア ネクスタ シールド セラム UV ミルク 50ml,ロート製薬,日焼け止め,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status | spf | pa | uv_water_resistance,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,0,false,8,内部リンク8件
242,KATAN Cica ダーマヒットセラム5 30g シカ ニードルショット 敏感肌,KATAN,美容液,editorial,D,insufficient,,,0,,status_unknown,true,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,0,false,27,内部リンク11件・編集部実使用商品
243,キュレル クリーム ジャー 90g ／医薬部外品 花王 潤浸保湿 セラミド 乾燥性,キュレル,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,true,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,53,0,true,51,ランキング導線あり・内部リンク53件・編集部実使用商品・編集部参考指標4.6以上
244,メラノCC 薬用 しみ集中対策 プレミアム美容液 20ml,ロート製薬,美容液,editorial,D,insufficient,,,0,,status_unknown,true,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,15,0,true,46,ランキング導線あり・内部リンク15件・編集部実使用商品・編集部参考指標4.6以上
245,スキンライフ 薬用洗顔フォーム,牛乳石鹸,洗顔,editorial,D,insufficient,,,0,,status_unknown,true,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,13,0,false,29,内部リンク13件・編集部実使用商品
246,ロート製薬 肌ラボ 極潤プレミアム 特濃 ヒアルロン乳液 140mL,ロート製薬,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,true,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,0,false,26,内部リンク10件・編集部実使用商品
247,クラシエ 肌美精 大人のニキビ対策 薬用美白化粧水 200mL 医薬部外品,クラシエ,化粧水,editorial,D,insufficient,,,0,,status_unknown,true,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,16,0,true,47,ランキング導線あり・内部リンク16件・編集部実使用商品・編集部参考指標4.6以上
248,肌美精 大人のニキビ対策 薬用美白クリーム 50g 医薬部外品,クラシエ,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,true,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,0,false,26,内部リンク10件・編集部実使用商品
